id,scenario,volume,volumecontinu,date
557,Abords autoroute,99,99.05182889,06/08/2023
558,Abords autoroute,106,99.00694733,13/08/2023
559,Abords autoroute,95,98.97797329,20/08/2023
560,Abords autoroute,102,98.96349581,27/08/2023
561,Abords autoroute,105,98.962155,03/09/2023
562,Abords autoroute,95,98.97264205,10/09/2023
563,Abords autoroute,92,98.99369921,17/09/2023
564,Abords autoroute,99,99.02411981,24/09/2023
565,Abords autoroute,96,99.06274825,01/10/2023
566,Abords autoroute,110,99.10848,08/10/2023
567,Abords autoroute,99,99.16026161,15/10/2023
568,Abords autoroute,101,99.21709069,22/10/2023
569,Abords autoroute,106,99.27801593,29/10/2023
570,Abords autoroute,90,99.34213709,05/11/2023
571,Abords autoroute,93,99.408605,12/11/2023
572,Abords autoroute,90,99.47662157,19/11/2023
573,Abords autoroute,110,99.54543977,26/11/2023
574,Abords autoroute,103,99.61436365,03/12/2023
575,Abords autoroute,106,99.68274833,10/12/2023
576,Abords autoroute,103,99.75,17/12/2023
577,Abords autoroute,92,99.81557593,24/12/2023
578,Abords autoroute,95,99.87898445,31/12/2023
579,Abords autoroute,107,99.93978497,07/01/2024
580,Abords autoroute,105,99.99758797,14/01/2024
581,Abords autoroute,99,100.052055,21/01/2024
582,Abords autoroute,103,100.1028987,28/01/2024
583,Abords autoroute,105,100.1498827,04/02/2024
584,Abords autoroute,107,100.1928219,11/02/2024
585,Abords autoroute,109,100.231582,18/02/2024
586,Abords autoroute,91,100.26608,25/02/2024
587,Abords autoroute,99,100.2962838,03/03/2024
588,Abords autoroute,96,100.3222126,10/03/2024
589,Abords autoroute,98,100.3439364,17/03/2024
590,Abords autoroute,100,100.3615764,24/03/2024
591,Abords autoroute,107,100.375305,31/03/2024
592,Abords autoroute,102,100.3853454,07/04/2024
593,Abords autoroute,104,100.3919721,14/04/2024
594,Abords autoroute,103,100.3955105,21/04/2024
595,Abords autoroute,97,100.3963373,28/04/2024
596,Abords autoroute,92,100.39488,05/05/2024
597,Abords autoroute,98,100.3916174,12/05/2024
598,Abords autoroute,103,100.3870792,19/05/2024
599,Abords autoroute,109,100.3818462,26/05/2024
600,Abords autoroute,99,100.3765505,02/06/2024
601,Abords autoroute,99,100.371875,09/06/2024
602,Abords autoroute,101,100.3685537,16/06/2024
603,Abords autoroute,97,100.3673718,23/06/2024
604,Abords autoroute,94,100.3691656,30/06/2024
605,Abords autoroute,105,100.3748222,07/07/2024
606,Abords autoroute,92,100.38528,14/07/2024
607,Abords autoroute,108,100.4015285,21/07/2024
608,Abords autoroute,101,100.4246081,28/07/2024
609,Abords autoroute,100,100.4556105,04/08/2024
610,Abords autoroute,95,100.4956782,11/08/2024
611,Abords autoroute,93,100.546005,18/08/2024
612,Abords autoroute,100,100.6078356,25/08/2024
613,Abords autoroute,108,100.682466,01/09/2024
614,Abords autoroute,90,100.771243,08/09/2024
615,Abords autoroute,102,100.8755646,15/09/2024
616,Abords autoroute,98,100.99688,22/09/2024
617,Abords autoroute,110,101.1366892,29/09/2024
618,Abords autoroute,91,101.2965435,06/10/2024
619,Abords autoroute,108,101.4780451,13/10/2024
620,Abords autoroute,97,101.6828475,20/10/2024
621,Abords autoroute,99,101.912655,27/10/2024
622,Abords autoroute,107,102.1692232,03/11/2024
623,Abords autoroute,97,102.4543586,10/11/2024
624,Abords autoroute,99,102.7699188,17/11/2024
625,Abords autoroute,91,103.1178127,24/11/2024
626,Abords autoroute,108,103.5,01/12/2024
627,Abords autoroute,95,103.9184915,08/12/2024
628,Abords autoroute,108,104.3753492,15/12/2024
629,Abords autoroute,95,104.8726862,22/12/2024
630,Abords autoroute,92,105.4126664,29/12/2024
631,Quartier regulierement sujet aux cleanwalk,1400,1430,01/01/2023
632,Quartier regulierement sujet aux cleanwalk,1300,1384.844518,08/01/2023
633,Quartier regulierement sujet aux cleanwalk,1300,1342.903981,15/01/2023
634,Quartier regulierement sujet aux cleanwalk,1205,1304.058693,22/01/2023
635,Quartier regulierement sujet aux cleanwalk,1304,1268.178952,29/01/2023
636,Quartier regulierement sujet aux cleanwalk,1265,1235.126709,05/02/2023
637,Quartier regulierement sujet aux cleanwalk,1200,1204.757138,12/02/2023
638,Quartier regulierement sujet aux cleanwalk,1200,1176.920107,19/02/2023
639,Quartier regulierement sujet aux cleanwalk,1145,1151.461555,26/02/2023
640,Quartier regulierement sujet aux cleanwalk,1102,1128.224785,05/03/2023
641,Quartier regulierement sujet aux cleanwalk,1045,1107.051661,12/03/2023
642,Quartier regulierement sujet aux cleanwalk,1030,1087.783722,19/03/2023
643,Quartier regulierement sujet aux cleanwalk,1022,1070.263216,26/03/2023
644,Quartier regulierement sujet aux cleanwalk,1020,1054.334044,02/04/2023
645,Quartier regulierement sujet aux cleanwalk,1012,1039.842635,09/04/2023
646,Quartier regulierement sujet aux cleanwalk,1000,1026.63874,16/04/2023
647,Quartier regulierement sujet aux cleanwalk,990,1014.576146,23/04/2023
648,Quartier regulierement sujet aux cleanwalk,990,1003.513327,30/04/2023
649,Quartier regulierement sujet aux cleanwalk,970,993.3140213,07/05/2023
650,Quartier regulierement sujet aux cleanwalk,960,983.8477392,14/05/2023
651,Quartier regulierement sujet aux cleanwalk,952,974.990208,21/05/2023
652,Quartier regulierement sujet aux cleanwalk,943,966.6237539,28/05/2023
653,Quartier regulierement sujet aux cleanwalk,930,958.6376223,04/06/2023
654,Quartier regulierement sujet aux cleanwalk,925,950.9282401,11/06/2023
655,Quartier regulierement sujet aux cleanwalk,915,943.3994223,18/06/2023
656,Quartier regulierement sujet aux cleanwalk,910,935.9625244,25/06/2023
657,Quartier regulierement sujet aux cleanwalk,945,928.5365436,02/07/2023
658,Quartier regulierement sujet aux cleanwalk,975,921.0481705,09/07/2023
659,Quartier regulierement sujet aux cleanwalk,980,913.4317947,16/07/2023
660,Quartier regulierement sujet aux cleanwalk,990,905.6294648,23/07/2023
661,Quartier regulierement sujet aux cleanwalk,987,897.590807,30/07/2023
662,Quartier regulierement sujet aux cleanwalk,976,889.2729033,06/08/2023
663,Quartier regulierement sujet aux cleanwalk,967,880.6401321,13/08/2023
664,Quartier regulierement sujet aux cleanwalk,950,871.6639737,20/08/2023
665,Quartier regulierement sujet aux cleanwalk,940,862.322782,27/08/2023
666,Quartier regulierement sujet aux cleanwalk,860,852.6015267,03/09/2023
667,Quartier regulierement sujet aux cleanwalk,800,842.4915056,10/09/2023
668,Quartier regulierement sujet aux cleanwalk,750,831.9900318,17/09/2023
669,Quartier regulierement sujet aux cleanwalk,700,821.1000962,24/09/2023
670,Quartier regulierement sujet aux cleanwalk,687,809.8300096,01/10/2023
671,Quartier regulierement sujet aux cleanwalk,680,798.193024,08/10/2023
672,Quartier regulierement sujet aux cleanwalk,676,786.2069382,15/10/2023
673,Quartier regulierement sujet aux cleanwalk,657,773.8936879,22/10/2023
674,Quartier regulierement sujet aux cleanwalk,650,761.2789243,29/10/2023
675,Quartier regulierement sujet aux cleanwalk,644,748.3915812,05/11/2023
676,Quartier regulierement sujet aux cleanwalk,643,735.263436,12/11/2023
677,Quartier regulierement sujet aux cleanwalk,636,721.9286641,19/11/2023
678,Quartier regulierement sujet aux cleanwalk,630,708.4233903,26/11/2023
679,Quartier regulierement sujet aux cleanwalk,620,694.7852397,03/12/2023
680,Quartier regulierement sujet aux cleanwalk,670,681.0528895,10/12/2023
681,Quartier regulierement sujet aux cleanwalk,700,667.265625,17/12/2023
682,Quartier regulierement sujet aux cleanwalk,750,653.4629012,24/12/2023
683,Quartier regulierement sujet aux cleanwalk,760,639.683913,31/12/2023
684,Quartier regulierement sujet aux cleanwalk,750,625.9671758,07/01/2024
685,Quartier regulierement sujet aux cleanwalk,740,612.3501194,14/01/2024
686,Quartier regulierement sujet aux cleanwalk,700,598.8686963,21/01/2024
687,Quartier regulierement sujet aux cleanwalk,650,585.5570086,28/01/2024
688,Quartier regulierement sujet aux cleanwalk,600,572.4469535,04/02/2024
689,Quartier regulierement sujet aux cleanwalk,580,559.5678922,11/02/2024
690,Quartier regulierement sujet aux cleanwalk,560,546.9463421,18/02/2024
691,Quartier regulierement sujet aux cleanwalk,540,534.605696,25/02/2024
692,Quartier regulierement sujet aux cleanwalk,513,522.565971,03/03/2024
693,Quartier regulierement sujet aux cleanwalk,512,510.8435875,10/03/2024
694,Quartier regulierement sujet aux cleanwalk,509,499.451183,17/03/2024
695,Quartier regulierement sujet aux cleanwalk,507,488.3974606,24/03/2024
696,Quartier regulierement sujet aux cleanwalk,434,477.6870769,31/03/2024
697,Quartier regulierement sujet aux cleanwalk,412,467.3205693,07/04/2024
698,Quartier regulierement sujet aux cleanwalk,410,457.2943272,14/04/2024
699,Quartier regulierement sujet aux cleanwalk,399,447.6006069,21/04/2024
700,Quartier regulierement sujet aux cleanwalk,389,438.2275955,28/04/2024
701,Quartier regulierement sujet aux cleanwalk,385,429.159523,05/05/2024
702,Quartier regulierement sujet aux cleanwalk,374,420.3768275,12/05/2024
703,Quartier regulierement sujet aux cleanwalk,368,411.8563739,19/05/2024
704,Quartier regulierement sujet aux cleanwalk,358,403.5717298,26/05/2024
705,Quartier regulierement sujet aux cleanwalk,352,395.4934999,02/06/2024
706,Quartier regulierement sujet aux cleanwalk,345,387.5897217,09/06/2024
707,Quartier regulierement sujet aux cleanwalk,337,379.8263244,16/06/2024
708,Quartier regulierement sujet aux cleanwalk,336,372.1676544,23/06/2024
709,Quartier regulierement sujet aux cleanwalk,311,364.5770678,30/06/2024
710,Quartier regulierement sujet aux cleanwalk,300,357.017594,07/07/2024
711,Quartier regulierement sujet aux cleanwalk,270,349.452672,14/07/2024
712,Quartier regulierement sujet aux cleanwalk,252,341.846961,21/07/2024
713,Quartier regulierement sujet aux cleanwalk,300,334.167229,28/07/2024
714,Quartier regulierement sujet aux cleanwalk,350,326.3833207,04/08/2024
715,Quartier regulierement sujet aux cleanwalk,390,318.4692072,11/08/2024
716,Quartier regulierement sujet aux cleanwalk,408,310.4041199,18/08/2024
717,Quartier regulierement sujet aux cleanwalk,390,302.173771,25/08/2024
718,Quartier regulierement sujet aux cleanwalk,373,293.7716624,01/09/2024
719,Quartier regulierement sujet aux cleanwalk,358,285.2004865,08/09/2024
720,Quartier regulierement sujet aux cleanwalk,337,276.473619,15/09/2024
721,Quartier regulierement sujet aux cleanwalk,276,267.616709,22/09/2024
722,Quartier regulierement sujet aux cleanwalk,253,258.6693655,29/09/2024
723,Quartier regulierement sujet aux cleanwalk,198,249.6869454,06/10/2024
724,Quartier regulierement sujet aux cleanwalk,173,240.7424432,13/10/2024
725,Quartier regulierement sujet aux cleanwalk,169,231.928486,20/10/2024
726,Quartier regulierement sujet aux cleanwalk,150,223.3594358,27/10/2024
727,Quartier regulierement sujet aux cleanwalk,146,215.1736004,03/11/2024
728,Quartier regulierement sujet aux cleanwalk,143,207.5355575,10/11/2024
729,Quartier regulierement sujet aux cleanwalk,142,200.6385912,17/11/2024
730,Quartier regulierement sujet aux cleanwalk,138,194.7072463,24/11/2024
731,Quartier regulierement sujet aux cleanwalk,134,190,01/12/2024
732,Quartier regulierement sujet aux cleanwalk,150,186.8120559,08/12/2024
733,Quartier regulierement sujet aux cleanwalk,175,185.4782599,15/12/2024
734,Quartier regulierement sujet aux cleanwalk,190,186.3761425,22/12/2024
735,Quartier regulierement sujet aux cleanwalk,202,189.9290888,29/12/2024
736,Espaces verts,0,554.404572,01/01/2023
737,Espaces verts,0,318.0442345,08/01/2023
738,Espaces verts,0,166.834408,15/01/2023
739,Espaces verts,30,86.69277126,22/01/2023
740,Espaces verts,40,64.94481773,29/01/2023
741,Espaces verts,62,90.23493684,05/02/2023
742,Espaces verts,34,152.4408237,12/02/2023
743,Espaces verts,29,242.5911593,19/02/2023
744,Espaces verts,31,352.7865047,26/02/2023
745,Espaces verts,48,476.1233515,05/03/2023
746,Espaces verts,53,606.621272,12/03/2023
747,Espaces verts,69,739.1531115,19/03/2023
748,Espaces verts,1731,869.3781663,26/03/2023
749,Espaces verts,1334,993.6782891,02/04/2023
750,Espaces verts,1276,1109.096867,09/04/2023
751,Espaces verts,1777,1213.28061,16/04/2023
752,Espaces verts,1309,1304.424103,23/04/2023
753,Espaces verts,999,1381.217049,30/04/2023
754,Espaces verts,1597,1442.794161,07/05/2023
755,Espaces verts,1864,1488.687639,14/05/2023
756,Espaces verts,444,1518.782172,21/05/2023
757,Espaces verts,894,1533.272415,28/05/2023
758,Espaces verts,1296,1532.622877,04/06/2023
759,Espaces verts,557,1517.530171,11/06/2023
760,Espaces verts,812,1488.887559,18/06/2023
761,Espaces verts,2000,1447.75174,25/06/2023
762,Espaces verts,1663,1395.311829,02/07/2023
763,Espaces verts,1178,1332.860461,09/07/2023
764,Espaces verts,1103,1261.766963,16/07/2023
765,Espaces verts,852,1183.452551,23/07/2023
766,Espaces verts,742,1099.367472,30/07/2023
767,Espaces verts,682,1010.970056,06/08/2023
768,Espaces verts,519,919.7076073,13/08/2023
769,Espaces verts,437,826.9990785,20/08/2023
770,Espaces verts,284,734.2194814,27/08/2023
771,Espaces verts,117,642.6859634,03/09/2023
772,Espaces verts,109,553.645501,10/09/2023
773,Espaces verts,98,468.2641507,17/09/2023
774,Espaces verts,32,387.6178011,24/09/2023
775,Espaces verts,45,312.6843671,01/10/2023
776,Espaces verts,67,244.337372,08/10/2023
777,Espaces verts,89,183.3408579,15/10/2023
778,Espaces verts,12,130.3455685,22/10/2023
779,Espaces verts,15,85.8863474,29/10/2023
780,Espaces verts,73,50.38069347,05/11/2023
781,Espaces verts,17,24.12841809,12/11/2023
782,Espaces verts,0,7.312345503,19/11/2023
783,Espaces verts,21,2.146222698,26/11/2023
784,Espaces verts,43,2.146222698,03/12/2023
785,Espaces verts,26,13.59666078,10/12/2023
786,Espaces verts,1,34.092072,17/12/2023
787,Espaces verts,0,63.27338751,24/12/2023
788,Espaces verts,0,100.6874758,31/12/2023
789,Espaces verts,14,145.7935507,07/01/2024
790,Espaces verts,14,197.9701662,14/01/2024
791,Espaces verts,14,256.5227415,21/01/2024
792,Espaces verts,44,320.6915581,28/01/2024
793,Espaces verts,54,389.6601732,04/02/2024
794,Espaces verts,76,462.5641911,11/02/2024
795,Espaces verts,48,538.5003366,18/02/2024
796,Espaces verts,43,616.535772,25/02/2024
797,Espaces verts,45,695.717602,03/03/2024
798,Espaces verts,62,775.0825083,10/03/2024
799,Espaces verts,67,853.6664571,17/03/2024
800,Espaces verts,83,930.514423,24/03/2024
801,Espaces verts,1745,1004.690071,31/03/2024
802,Espaces verts,1348,1075.285342,07/04/2024
803,Espaces verts,1290,1141.429879,14/04/2024
804,Espaces verts,1791,1202.300245,21/04/2024
805,Espaces verts,1323,1257.128871,28/04/2024
806,Espaces verts,1013,1305.212672,05/05/2024
807,Espaces verts,1611,1345.921286,12/05/2024
808,Espaces verts,1878,1378.704869,19/05/2024
809,Espaces verts,458,1403.101391,26/05/2024
810,Espaces verts,908,1418.743379,02/06/2024
811,Espaces verts,1310,1425.364045,09/06/2024
812,Espaces verts,571,1422.802748,16/06/2024
813,Espaces verts,826,1411.00973,23/06/2024
814,Espaces verts,2014,1390.050061,30/06/2024
815,Espaces verts,1677,1360.106753,07/07/2024
816,Espaces verts,1192,1321.482972,14/07/2024
817,Espaces verts,1117,1274.603293,21/07/2024
818,Espaces verts,866,1220.013946,28/07/2024
819,Espaces verts,756,1158.381994,04/08/2024
820,Espaces verts,696,1090.493381,11/08/2024
821,Espaces verts,533,1017.249799,18/08/2024
822,Espaces verts,451,939.6643163,25/08/2024
823,Espaces verts,298,858.8557031,01/09/2024
824,Espaces verts,131,776.0414087,08/09/2024
825,Espaces verts,123,692.5291234,15/09/2024
826,Espaces verts,112,609.706872,22/09/2024
827,Espaces verts,46,529.0315821,29/09/2024
828,Espaces verts,59,452.0160693,06/10/2024
829,Espaces verts,81,380.2143819,13/10/2024
830,Espaces verts,103,315.2054487,20/10/2024
831,Espaces verts,26,258.5749728,27/10/2024
832,Espaces verts,29,211.8955132,03/11/2024
833,Espaces verts,87,176.7046988,10/11/2024
834,Espaces verts,31,154.4815161,17/11/2024
835,Espaces verts,14,146.6206145,24/11/2024
836,Espaces verts,35,154.404572,01/12/2024
837,Espaces verts,57,178.9740633,08/12/2024
838,Espaces verts,40,221.2958748,15/12/2024
839,Espaces verts,15,282.1287077,22/12/2024
840,Espaces verts,14,361.9867132,29/12/2024
841,Zone festival,200,307.5,01/01/2023
842,Zone festival,210,245.9770527,08/01/2023
843,Zone festival,180,194.2404582,15/01/2023
844,Zone festival,170,151.2813785,22/01/2023
845,Zone festival,80,116.1590999,29/01/2023
846,Zone festival,17,87.998245,05/02/2023
847,Zone festival,28,65.98603953,12/02/2023
848,Zone festival,26,49.36963107,19/02/2023
849,Zone festival,21,37.45346133,26/02/2023
850,Zone festival,24,29.5966914,05/03/2023
851,Zone festival,71,25.21068,12/03/2023
852,Zone festival,67,23.75651478,19/03/2023
853,Zone festival,62,24.74259674,26/03/2023
854,Zone festival,53,27.7222776,02/04/2023
855,Zone festival,25,32.29155029,09/04/2023
856,Zone festival,13,38.0867925,16/04/2023
857,Zone festival,67,44.78256319,23/04/2023
858,Zone festival,20,52.08945227,30/04/2023
859,Zone festival,58,59.75198322,07/05/2023
860,Zone festival,25,67.54656884,14/05/2023
861,Zone festival,10,75.27952,21/05/2023
862,Zone festival,21,82.78510747,28/05/2023
863,Zone festival,100,89.92367677,04/06/2023
864,Zone festival,110,96.57981611,11/06/2023
865,Zone festival,120,102.6605774,18/06/2023
866,Zone festival,160,108.09375,25/06/2023
867,Zone festival,170,112.8261883,02/07/2023
868,Zone festival,200,116.8221913,09/07/2023
869,Zone festival,160,120.0619362,16/07/2023
870,Zone festival,170,122.5399641,23/07/2023
871,Zone festival,180,124.26372,30/07/2023
872,Zone festival,190,125.2521444,06/08/2023
873,Zone festival,120,125.534319,13/08/2023
874,Zone festival,170,125.1481653,20/08/2023
875,Zone festival,150,124.1391955,27/08/2023
876,Zone festival,20,122.5593175,03/09/2023
877,Zone festival,18,120.4656924,10/09/2023
878,Zone festival,17,117.919645,17/09/2023
879,Zone festival,70,114.9856273,24/09/2023
880,Zone festival,25,111.7302356,01/10/2023
881,Zone festival,79,108.22128,08/10/2023
882,Zone festival,75,104.5269071,15/10/2023
883,Zone festival,67,100.7147763,22/10/2023
884,Zone festival,24,96.85128826,29/10/2023
885,Zone festival,12,93.00086699,05/11/2023
886,Zone festival,21,89.225295,12/11/2023
887,Zone festival,26,85.58310122,19/11/2023
888,Zone festival,102,82.12900213,26/11/2023
889,Zone festival,130,78.91339595,03/12/2023
890,Zone festival,140,75.9819098,10/12/2023
891,Zone festival,150,73.375,17/12/2023
892,Zone festival,180,71.12760535,24/12/2023
893,Zone festival,210,69.26885348,31/12/2023
894,Zone festival,230,67.82182029,07/01/2024
895,Zone festival,220,66.80334237,14/01/2024
896,Zone festival,110,66.2238825,21/01/2024
897,Zone festival,54,66.08744824,28/01/2024
898,Zone festival,120,66.3915635,04/02/2024
899,Zone festival,54,67.1272932,11/02/2024
900,Zone festival,20,68.279321,18/02/2024
901,Zone festival,21,69.82608,25/02/2024
902,Zone festival,23,71.73993659,03/03/2024
903,Zone festival,24,73.98742727,10/03/2024
904,Zone festival,71,76.52954857,17/03/2024
905,Zone festival,67,79.32209999,24/03/2024
906,Zone festival,62,82.31608,31/03/2024
907,Zone festival,53,85.4581351,07/04/2024
908,Zone festival,25,88.6910619,14/04/2024
909,Zone festival,13,91.9543623,21/04/2024
910,Zone festival,67,95.18485164,28/04/2024
911,Zone festival,20,98.31732,05/05/2024
912,Zone festival,58,101.2852465,12/05/2024
913,Zone festival,25,104.0215665,19/05/2024
914,Zone festival,20,106.4594923,26/05/2024
915,Zone festival,120,108.5333862,02/06/2024
916,Zone festival,170,110.1796875,09/06/2024
917,Zone festival,120,111.3378914,16/06/2024
918,Zone festival,160,111.9515821,23/06/2024
919,Zone festival,170,111.9695184,30/06/2024
920,Zone festival,200,111.3467721,07/07/2024
921,Zone festival,160,110.04592,14/07/2024
922,Zone festival,170,108.0382886,21/07/2024
923,Zone festival,180,105.305252,28/07/2024
924,Zone festival,190,101.8395826,04/08/2024
925,Zone festival,200,97.64685555,11/08/2024
926,Zone festival,170,92.746905,18/08/2024
927,Zone festival,150,87.17533474,25/08/2024
928,Zone festival,56,80.98508103,01/09/2024
929,Zone festival,6,74.24802881,08/09/2024
930,Zone festival,18,67.05668084,15/09/2024
931,Zone festival,17,59.52588,22/09/2024
932,Zone festival,80,51.79458455,29/09/2024
933,Zone festival,25,44.02769647,06/10/2024
934,Zone festival,79,36.41794283,13/10/2024
935,Zone festival,85,29.18781029,20/10/2024
936,Zone festival,67,22.5915325,27/10/2024
937,Zone festival,24,16.91713072,03/11/2024
938,Zone festival,12,12.48850736,10/11/2024
939,Zone festival,12,9.667592619,17/11/2024
940,Zone festival,26,8.856544196,24/11/2024
941,Zone festival,90,10.5,01/12/2024
942,Zone festival,17,15.08738395,08/12/2024
943,Zone festival,100,23.15526481,15/12/2024
944,Zone festival,120,35.28976807,22/12/2024
945,Zone festival,180,52.12904087,29/12/2024
